"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7792"$"Codex latinus monacensis  7792"$"Cod.lat.mon. 7792"$"Cod. lat. monac. 7792"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7793"$"Codex latinus monacensis  7793"$"Cod.lat.mon. 7793"$"Cod. lat. monac. 7793"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7794"$"Codex latinus monacensis  7794"$"Cod.lat.mon. 7794"$"Cod. lat. monac. 7794"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7795"$"Codex latinus monacensis  7795"$"Cod.lat.mon. 7795"$"Cod. lat. monac. 7795"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7796"$"Codex latinus monacensis  7796"$"Cod.lat.mon. 7796"$"Cod. lat. monac. 7796"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7797"$"Codex latinus monacensis  7797"$"Cod.lat.mon. 7797"$"Cod. lat. monac. 7797"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7798"$"Codex latinus monacensis  7798"$"Cod.lat.mon. 7798"$"Cod. lat. monac. 7798"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7799"$"Codex latinus monacensis  7799"$"Cod.lat.mon. 7799"$"Cod. lat. monac. 7799"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 78"$"Codex latinus monacensis  78"$"Cod.lat.mon. 78"$"Cod. lat. monac. 78"$"Clm 832"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 780"$"Codex latinus monacensis  780"$"Cod.lat.mon. 780"$"Cod. lat. monac. 780"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7800"$"Codex latinus monacensis  7800"$"Cod.lat.mon. 7800"$"Cod. lat. monac. 7800"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7801"$"Codex latinus monacensis  7801"$"Cod.lat.mon. 7801"$"Cod. lat. monac. 7801"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7802"$"Codex latinus monacensis  7802"$"Cod.lat.mon. 7802"$"Cod. lat. monac. 7802"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7803"$"Codex latinus monacensis  7803"$"Cod.lat.mon. 7803"$"Cod. lat. monac. 7803"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7804"$"Codex latinus monacensis  7804"$"Cod.lat.mon. 7804"$"Cod. lat. monac. 7804"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7805"$"Codex latinus monacensis  7805"$"Cod.lat.mon. 7805"$"Cod. lat. monac. 7805"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7806"$"Codex latinus monacensis  7806"$"Cod.lat.mon. 7806"$"Cod. lat. monac. 7806"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7807"$"Codex latinus monacensis  7807"$"Cod.lat.mon. 7807"$"Cod. lat. monac. 7807"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7808"$"Codex latinus monacensis  7808"$"Cod.lat.mon. 7808"$"Cod. lat. monac. 7808"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7809"$"Codex latinus monacensis  7809"$"Cod.lat.mon. 7809"$"Cod. lat. monac. 7809"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 781"$"Codex latinus monacensis  781"$"Cod.lat.mon. 781"$"Cod. lat. monac. 781"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7810"$"Codex latinus monacensis  7810"$"Cod.lat.mon. 7810"$"Cod. lat. monac. 7810"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7811"$"Codex latinus monacensis  7811"$"Cod.lat.mon. 7811"$"Cod. lat. monac. 7811"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7812"$"Codex latinus monacensis  7812"$"Cod.lat.mon. 7812"$"Cod. lat. monac. 7812"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7813"$"Codex latinus monacensis  7813"$"Cod.lat.mon. 7813"$"Cod. lat. monac. 7813"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7814"$"Codex latinus monacensis  7814"$"Cod.lat.mon. 7814"$"Cod. lat. monac. 7814"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7815"$"Codex latinus monacensis  7815"$"Cod.lat.mon. 7815"$"Cod. lat. monac. 7815"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7816"$"Codex latinus monacensis  7816"$"Cod.lat.mon. 7816"$"Cod. lat. monac. 7816"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7817"$"Codex latinus monacensis  7817"$"Cod.lat.mon. 7817"$"Cod. lat. monac. 7817"
"München"$"4127793-4"$"Bayerische Staatsbibliothek"$"2031351-2"$"Clm 7818"$"Codex latinus monacensis  7818"$"Cod.lat.mon. 7818"$"Cod. lat. monac. 7818"
